Price,District,YearOfConstruction,Area,Type,Link
1600000,Бостандыкский,2021,4,"
                    Склады ",/a/show/693875442
55000000,Алатауский,2024,175,"
                    Свободное назначение ",/a/show/698779518
75000000,Бостандыкский,2023,88,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты, образование ",/a/show/699156894
800000000,Медеуский,2003,850,"
                    Офисы ",/a/show/699156715
270000000,Алмалинский,отдельностоящее здание,400,"
                    Свободное назначение, офисы, образование ",/a/show/699156300
1200000,Бостандыкский,2020,6,"
                    Склады ",/a/show/698359383
140000000,Бостандыкский,2014,355,"
                    Офисы ",/a/show/695892161
24500000,Наурызбайский,2022,22,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, медцентры и аптеки, образование, развлечения ",/a/show/697487430
136000000,Алмалинский,2013,350,"
                    Свободное назначение, офисы, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/698592330
397000000,Медеуский,2014,1300,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/666563489
1000000,Наурызбайский,2014,6.1,"
                    Склады ",/a/show/698963948
1200000000,Медеуский,1977,1132,"
                    Свободное назначение ",/a/show/678516584
120000000,Турксибский,2012,280,"
                    Свободное назначение, склады ",/a/show/697442105
90000000,Ауэзовский,2021,95.8,"
                    Свободное назначение ",/a/show/697301780
900000,Бостандыкский,2022,3,"
                    Склады ",/a/show/693055961
150000000,Алмалинский,1993,121.3,"
                    Свободное назначение, магазины и бутики, общепит, развлечения ",/a/show/699155043
48000000,Наурызбайский,2024,61,"
                    Офисы, магазины и бутики, салоны красоты, медцентры и аптеки, образование ",/a/show/698403536
45000000,Наурызбайский,2021,45,"
                    Свободное назначение, офисы, магазины и бутики ",/a/show/695245998
60000000,Турксибский,2021,202,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, сельское хозяйство, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/698965251
15000000,Турксибский,на универсальном рынке,25,"
                    Магазины и бутики ",/a/show/660422904
343000000,Алмалинский,отдельностоящее здание,700,"
                    Свободное назначение ",/a/show/699154626
80000000,Бостандыкский,1966,50,"
                    Свободное назначение ",/a/show/699154393
26000000,Бостандыкский,2015,25,"
                    Свободное назначение, магазины и бутики ",/a/show/698454871
12000000,Ауэзовский,2008,7.3,"
                    Свободное назначение ",/a/show/672966788
55000000,Наурызбайский,2015,400,"
                    Бани, гостиницы и зоны отдыха ",/a/show/698599315
100000000,Медеуский,1962,73,"
                    Магазины и бутики ",/a/show/698948346
650000000,Жетысуский,2013,1500,"
                    Свободное назначение ",/a/show/698262858
69000000,Бостандыкский,в жилом доме или ЖК,2000,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, сельское хозяйство, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/695499229
250000,Жетысуский,1,3,"
                    Свободное назначение ",/a/show/695064357
350000000,Медеуский,Глэмпинг,300,"
                    Бани, гостиницы и зоны отдыха ",/a/show/698876124
54000000,Жетысуский,отдельностоящее здание,70,"
                    Свободное назначение, офисы, магазины и бутики, салоны красоты, образование ",/a/show/699153157
195000000,Медеуский,отдельностоящее здание,840,"
                    Свободное назначение, офисы, магазины и бутики, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование ",/a/show/699153328
27500000,Алмалинский,2007,32,"
                    Свободное назначение ",/a/show/699153276
2800000,Бостандыкский,в жилом доме или ЖК,5.8,"
                    Склады ",/a/show/693033978
1300000,Бостандыкский,2023,5,"
                    Свободное назначение, склады ",/a/show/698371389
50000000,Бостандыкский,1960,50,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты, медцентры и аптеки, образование, развлечения ",/a/show/697667067
210000000,Ауэзовский,в жилом доме или ЖК,212,"
                    Свободное назначение, офисы, магазины и бутики, склады, азс, автосервисы и автомойки, общепит, салоны красоты, сельское хозяйство, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699152890
1130775800,Бостандыкский,2026,559.79,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699152798
1032055200,Бостандыкский,2026,521.24,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699152703
952747400,Бостандыкский,2026,455.86,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699152608
948924500,Бостандыкский,2026,462.89,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699152522
350000000,Алатауский,2010,783.1,"
                    Свободное назначение, магазины и бутики, общепит ",/a/show/697082894
907046400,Бостандыкский,2026,436.08,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699152399
13000000,Алатауский,в торговом центре,13,"
                    Магазины и бутики ",/a/show/698960884
250000000,Бостандыкский,2025,139.59,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты, сельское хозяйство, медцентры и аптеки, образование, развлечения ",/a/show/699152412
810898100,Бостандыкский,2026,448.01,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699152268
220000000,Медеуский,нет,8,"
                    Свободное назначение, офисы, магазины и бутики, склады, азс, автосервисы и автомойки, общепит, салоны красоты, сельское хозяйство, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699152299
193500000,Алатауский,2019,555,"
                    Свободное назначение, офисы, склады, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/698547151
159000000,Бостандыкский,в бизнес-центре,135,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты, медцентры и аптеки, образование, развлечения ",/a/show/699152265
500000000,Бостандыкский,2022,186,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты, сельское хозяйство, медцентры и аптеки, образование, развлечения ",/a/show/699152186
801777600,Бостандыкский,2026,385.47,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699152151
28350000,Наурызбайский,2017,58,"
                    Свободное назначение ",/a/show/697149305
65000000,Ауэзовский,2017,40.6,"
                    Свободное назначение, офисы, магазины и бутики ",/a/show/698078847
737032100,Бостандыкский,2026,363.07,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699152043
79000000,Ауэзовский,2006,193,"
                    Образование ",/a/show/699152019
2000000000,Алмалинский,2013,2700,"
                    Свободное назначение, офисы, магазины и бутики, общепит, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование ",/a/show/699150909
24900000,Алатауский,2014,72,"
                    Свободное назначение ",/a/show/691029100
705632400,Бостандыкский,2026,407.88,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699151567
1000000,Алатауский,2023,4.2,"
                    Склады ",/a/show/698960184
340605000,Бостандыкский,3.7 м,252.3,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, медцентры и аптеки, образование, развлечения ",/a/show/699151619
7000000,Наурызбайский,1,40,"
                    Свободное назначение ",/a/show/699151532
7600000,Жетысуский,2008,24,"
                    Свободное назначение, офисы, магазины и бутики, салоны красоты, медцентры и аптеки, развлечения ",/a/show/698561623
90000000,Ауэзовский,2006,359.8,"
                    Свободное назначение ",/a/show/668820337
135000000,Ауэзовский,2015,155,"
                    Свободное назначение, магазины и бутики, медцентры и аптеки, образование, развлечения ",/a/show/692754412
130000000,Медеуский,1981,140,"
                    Свободное назначение, магазины и бутики, общепит, развлечения ",/a/show/698949498
551862500,Бостандыкский,2026,441.49,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699151222
33000000,Ауэзовский,2017,36.2,"
                    Свободное назначение, офисы, магазины и бутики ",/a/show/698773374
555350000,Бостандыкский,2026,444.28,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699151124
63600000,Ауэзовский,2017,69.1,"
                    Свободное назначение, офисы, магазины и бутики, образование ",/a/show/698772842
610120000,Медеуский,2020,435.8,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты ",/a/show/687644137
549425000,Бостандыкский,2026,439.54,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699150924
819648000,Бостандыкский,2026,683.04,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699150826
1017770000,Медеуский,2020,782.9,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты ",/a/show/687643348
1799144000,Бостандыкский,2026,2116.64,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699150586
555387500,Бостандыкский,2026,444.31,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699150693
1492587000,Бостандыкский,2026,1658.43,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699150413
670000000,Наурызбайский,2024,1600,"
                    Бани, гостиницы и зоны отдыха ",/a/show/699150340
1519839000,Бостандыкский,2026,1688.71,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699150254
670046000,Бостандыкский,2026,515.42,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699150123
638563500,Бостандыкский,2026,473.01,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699149983
603120000,Медеуский,2020,430.8,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты ",/a/show/687642981
65000000,Алатауский,2011,85,"
                    Медцентры и аптеки ",/a/show/699149927
555375000,Бостандыкский,2026,444.3,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699148524
60000000,Наурызбайский,2023,71.2,"
                    Офисы, магазины и бутики, салоны красоты, медцентры и аптеки, образование ",/a/show/698958217
285000000,Медеуский,2021,515,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, медцентры и аптеки, образование, развлечения ",/a/show/698937334
127000000,Бостандыкский,2016,105,"
                    Свободное назначение, салоны красоты, медцентры и аптеки ",/a/show/698190713
250000000,Бостандыкский,2021,150,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, медцентры и аптеки, образование, развлечения ",/a/show/699149236
1100000000,Медеуский,2024,2040,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699149188
39000000,Медеуский,2007,63,"
                    Свободное назначение, офисы, магазины и бутики, склады, азс, автосервисы и автомойки, общепит, салоны красоты, бани, гостиницы и зоны отдыха, образование, развлечения ",/a/show/51369979
17500000,Турксибский,2024,43,"
                    Медцентры и аптеки ",/a/show/697078758
1100000000,Медеуский,2024,2040,"
                    Свободное назначение, офисы, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование ",/a/show/698574014
850000000,Алмалинский,2001,788,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699148723
56900000,Наурызбайский,2022,74.4,"
                    Свободное назначение, магазины и бутики ",/a/show/696388885
275000000,Жетысуский,2015,1000,"
                    Офисы ",/a/show/698957189
67000000,Алмалинский,1950,161.4,"
                    Свободное назначение, офисы, склады ",/a/show/688427136
150000000,Алмалинский,2022,140,"
                    Свободное назначение, бани, гостиницы и зоны отдыха ",/a/show/699044693
100000000,Медеуский,да,95,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты, медцентры и аптеки, образование ",/a/show/699148494
48000000,Жетысуский,1990,120,"
                    Свободное назначение ",/a/show/699148576
15800000,Наурызбайский,2022,42,"
                    Свободное назначение, офисы, склады, салоны красоты, образование, развлечения ",/a/show/698770693
450000000,Алматы,1972,470,"
                    Магазины и бутики ",/a/show/699148309
600000000,Медеуский,2017,1400,"
                    Свободное назначение ",/a/show/47574480
800000000,Бостандыкский,2020,475,"
                    Образование ",/a/show/699148307
650000000,Наурызбайский,2014,2030.9,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699148058
74000000,Ауэзовский,1988,85,"
                    Салоны красоты ",/a/show/699148148
245000000,Алмалинский,1978,405,"
                    Свободное назначение ",/a/show/699148128
73000000,Жетысуский,отдельностоящее здание,161,"
                    Бани, гостиницы и зоны отдыха ",/a/show/697841405
78000000,Алмалинский,2019,63.2,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты, медцентры и аптеки, образование, развлечения ",/a/show/698584413
47000000,Турксибский,2020,50,"
                    Магазины и бутики ",/a/show/678838468
320000000,Бостандыкский,2016,450,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, сельское хозяйство, медцентры и аптеки, образование, развлечения ",/a/show/698927227
250000000,Бостандыкский,2004,534,"
                    Общепит ",/a/show/699147866
99000000,Алмалинский,2021,80.7,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты, медцентры и аптеки, образование, развлечения ",/a/show/698584249
97473020,Ауэзовский,2008,222.4,"
                    Офисы ",/a/show/670934115
540000000,Алмалинский,2014,524,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты, медцентры и аптеки, образование, развлечения ",/a/show/699147782
800000000,Бостандыкский,1973,2787.9,"
                    Офисы ",/a/show/679502395
120500000,Алмалинский,2021,98.3,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты, медцентры и аптеки, образование, развлечения ",/a/show/698584045
480000000,Наурызбайский,2,800,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты, медцентры и аптеки, образование, развлечения ",/a/show/692357022
185000000,Алмалинский,2021,151,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты, медцентры и аптеки, образование, развлечения ",/a/show/698583646
1900000000,Турксибский,2007,3349.6,"
                    Бани, гостиницы и зоны отдыха ",/a/show/699147370
50000000,Ауэзовский,нет,90,"
                    Свободное назначение ",/a/show/681809413
50000000,Жетысуский,2000,78,"
                    Салоны красоты ",/a/show/698107472
274000000,Алмалинский,2021,223.2,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, медцентры и аптеки, образование, развлечения ",/a/show/698582983
240000000,Медеуский,2020,516,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/698972280
11500000,Бостандыкский,2013,19.3,"
                    Свободное назначение ",/a/show/695491746
140000000,Бостандыкский,2013,250,"
                    Офисы, магазины и бутики, салоны красоты, образование ",/a/show/696897044
6000000,Турксибский,2007,20,"
                    Свободное назначение ",/a/show/693757931
604742000,Алмалинский,2004,1844.4,"
                    Офисы, магазины и бутики, склады ",/a/show/687130378
250000000,Бостандыкский,1,126,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты, образование ",/a/show/699146438
1000000,Алматы,на универсальном рынке,20,"
                    Свободное назначение ",/a/show/686977756
800398255,Бостандыкский,2004,1670,"
                    Бани, гостиницы и зоны отдыха, развлечения ",/a/show/696605075
150000000,Алмалинский,2008,140,"
                    Свободное назначение, офисы, магазины и бутики, салоны красоты, медцентры и аптеки ",/a/show/694265817
350000000,Медеуский,2020,500,"
                    Свободное назначение, общепит, салоны красоты ",/a/show/688788595
140000000,Медеуский,2023,111.2,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты ",/a/show/689848073
850000000,Алмалинский,2001,788,"
                    Свободное назначение, офисы, магазины и бутики, общепит, медцентры и аптеки, образование, развлечения ",/a/show/698745284
78000000,Медеуский,1,56.7,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/697966592
550000000,Медеуский,2016,656.6,"
                    Свободное назначение ",/a/show/699145646
305000000,Бостандыкский,2023,190.9,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699145797
126000000,Бостандыкский,2008,120.6,"
                    Свободное назначение, офисы ",/a/show/697039554
300000000,Бостандыкский,2014,800,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699145719
7000000,Алатауский,2019,3,"
                    Магазины и бутики ",/a/show/692059390
40000000,Алмалинский,1965,42,"
                    Офисы ",/a/show/696352605
75000000,Бостандыкский,2024,88,"
                    Свободное назначение ",/a/show/699145443
2200000000,Алмалинский,2007,1956,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты, сельское хозяйство, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование ",/a/show/699144349
50000000,Алмалинский,1936,77,"
                    Свободное назначение, офисы, магазины и бутики, салоны красоты, образование ",/a/show/699144971
65000000,Алатауский,2011,103.8,"
                    Офисы, магазины и бутики, медцентры и аптеки ",/a/show/699145129
220000000,Медеуский,2022,100,"
                    Свободное назначение, офисы, магазины и бутики, салоны красоты, медцентры и аптеки, образование ",/a/show/699145087
65000000,Алатауский,2011,103.8,"
                    Свободное назначение, офисы, салоны красоты, медцентры и аптеки, образование, развлечения ",/a/show/699144960
25000000,Жетысуский,2008,174,"
                    Свободное назначение ",/a/show/671880829
47000000,Наурызбайский,2022,48,"
                    Свободное назначение, салоны красоты ",/a/show/692429082
145000000,Бостандыкский,2013,250.5,"
                    Свободное назначение, офисы, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование ",/a/show/693974929
85000000,Медеуский,в жилом доме или ЖК,73.3,"
                    Свободное назначение, офисы, магазины и бутики, салоны красоты, медцентры и аптеки, образование, развлечения ",/a/show/698767136
90000000,Турксибский,1990,100,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты, медцентры и аптеки, образование ",/a/show/699144641
90000000,Алатауский,2012,412,"
                    Бани, гостиницы и зоны отдыха ",/a/show/699144551
85000000,Бостандыкский,1965,70,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, медцентры и аптеки, образование, развлечения ",/a/show/684521562
20000000,Алмалинский,2007,130,"
                    Свободное назначение ",/a/show/57865384
100000000,Бостандыкский,2016,135,"
                    Свободное назначение, офисы ",/a/show/699144424
40000000,Наурызбайский,2022,76,"
                    Магазины и бутики ",/a/show/698765026
178000000,Алматы,2024,275,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты, медцентры и аптеки, образование, развлечения ",/a/show/692862265
39900000,Турксибский,1,90,"
                    Свободное назначение ",/a/show/682260423
7500000,Медеуский,2019,53,"
                    Свободное назначение, склады, медцентры и аптеки, развлечения ",/a/show/699143534
5000000,Алмалинский,2024,14.4,"
                    Свободное назначение, магазины и бутики, общепит, развлечения ",/a/show/699143469
1050000,Алматы,2019,4.3,"
                    Склады ",/a/show/698000440
10900000,Бостандыкский,2012,77.7,"
                    Склады ",/a/show/693564054
29000000,Алатауский,да,1.2,"
                    Азс, автосервисы и автомойки ",/a/show/676481288
400000000,Алмалинский,1980,350,"
                    Свободное назначение, офисы, магазины и бутики, салоны красоты ",/a/show/698921160
10571418060,Турксибский,отдельностоящее здание,19340,"
                    Склады ",/a/show/695645683
21864360000,Турксибский,отдельностоящее здание,40000,"
                    Склады ",/a/show/695645533
6500000,Бостандыкский,2024,67,"
                    Свободное назначение, офисы, магазины и бутики, склады, азс, автосервисы и автомойки, общепит, салоны красоты, сельское хозяйство, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699143305
105000000,Медеуский,в жилом доме или ЖК,310,"
                    Свободное назначение ",/a/show/690490459
495000000,Медеуский,1962,363.5,"
                    Свободное назначение ",/a/show/694200388
38000000,Ауэзовский,1998,37,"
                    Свободное назначение, офисы, магазины и бутики, салоны красоты, медцентры и аптеки, образование ",/a/show/699143081
140000000,Медеуский,2009,120,"
                    Свободное назначение, магазины и бутики, салоны красоты, медцентры и аптеки, развлечения ",/a/show/698151696
258000000,Алатауский,2022,250,"
                    Свободное назначение, офисы, общепит, салоны красоты ",/a/show/686985378
13000000,Медеуский,2020,36,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, медцентры и аптеки, образование, развлечения ",/a/show/693501644
300000000,Ауэзовский,2020,500,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты ",/a/show/691024641
18250000,Алмалинский,1985,19,"
                    Офисы ",/a/show/674633766
45000000,Алатауский,2023,125,"
                    Свободное назначение, офисы, склады ",/a/show/695635093
65000000,Алатауский,2011,103.8,"
                    Медцентры и аптеки ",/a/show/699142956
40000000,Бостандыкский,1987,400,"
                    Свободное назначение, офисы, магазины и бутики, склады, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/699142916
14000000,Алатауский,2021,41.1,"
                    Свободное назначение ",/a/show/688177776
150000000,Алмалинский,1993,121.3,"
                    Свободное назначение ",/a/show/699142153
2200000000,Алмалинский,2007,1952.9,"
                    Свободное назначение, офисы, медцентры и аптеки, образование ",/a/show/699142036
600000000,Жетысуский,2010,600,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты ",/a/show/675153519
185000000,Алматы,2011,403,"
                    Магазины и бутики ",/a/show/670115563
45000000,Наурызбайский,2019,63,"
                    Салоны красоты ",/a/show/691821991
24500000,Наурызбайский,2007,48,"
                    Магазины и бутики ",/a/show/699142211
7000000,Медеуский,2023,15,"
                    Общепит ",/a/show/697290561
120000000,Бостандыкский,2009,110,"
                    Свободное назначение, офисы, магазины и бутики, склады, медцентры и аптеки, образование, развлечения ",/a/show/699142124
220000000,Жетысуский,2020,600,"
                    Азс, автосервисы и автомойки ",/a/show/688441905
230000000,Медеуский,2007,175.2,"
                    Офисы ",/a/show/696750227
37000000,Турксибский,1976,47,"
                    Свободное назначение ",/a/show/695730190
79000000,Ауэзовский,2006,193,"
                    Офисы, магазины и бутики, салоны красоты, образование, развлечения ",/a/show/699142014
75000000,Медеуский,2020,77,"
                    Свободное назначение, офисы, магазины и бутики, склады, салоны красоты, образование ",/a/show/697998489
150000000,Жетысуский,в жилом доме или ЖК,185,"
                    Свободное назначение ",/a/show/694703651
7500000,Турксибский,2014,21,"
                    Офисы, магазины и бутики, салоны красоты ",/a/show/688899321
430000000,Наурызбайский,2016,1037.9,"
                    Офисы, магазины и бутики, азс, автосервисы и автомойки, салоны красоты, медцентры и аптеки, образование ",/a/show/694707171
95000000,Алмалинский,2007,200,"
                    Свободное назначение, офисы, склады, азс, автосервисы и автомойки ",/a/show/687448081
4200000,Жетысуский,3.5 м,30,"
                    Азс, автосервисы и автомойки ",/a/show/694931874
2100000000,Алмалинский,2013,2700,"
                    Свободное назначение ",/a/show/696954539
200000000,Турксибский,2012,304,"
                    Свободное назначение ",/a/show/667761124
900000000,Бостандыкский,отдельностоящее здание,2200,"
                    Свободное назначение, бани, гостиницы и зоны отдыха, медцентры и аптеки ",/a/show/697695017
54000000,Жетысуский,отдельностоящее здание,70,"
                    Свободное назначение, общепит ",/a/show/698181808
850000000,Алмалинский,2001,787.9,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты, медцентры и аптеки, образование, развлечения ",/a/show/696951174
70000000,Жетысуский,отдельностоящее здание,75,"
                    Свободное назначение, офисы, магазины и бутики ",/a/show/691573468
1100000000,Алмалинский,1994,1512,"
                    Свободное назначение, офисы, магазины и бутики, общепит, салоны красоты, медцентры и аптеки, образование, развлечения ",/a/show/697844806
45500000,Турксибский,1988,48,"
                    Свободное назначение ",/a/show/692303037
1205000000,Бостандыкский,2023,3500,"
                    Развлечения ",/a/show/696900170
200000000,Медеуский,2005,156.4,"
                    Офисы, склады ",/a/show/699141588
1350000,Алмалинский,2021,6.5,"
                    Склады ",/a/show/698791792
12500000,Бостандыкский,2022,25,"
                    Свободное назначение ",/a/show/696285068
39900000,Медеуский,в жилом доме или ЖК,128.5,"
                    Свободное назначение, офисы, магазины и бутики, склады, общепит, салоны красоты, бани, гостиницы и зоны отдыха, медцентры и аптеки, образование, развлечения ",/a/show/696298728
