Price,NumberOfRooms,District,YearOfConstruction,Floor,Area,Link
44000000,"
                    3",Алатауский,2020,3,71,/a/show/697850958
43000000,"
                    2",Наурызбайский,2022,6,63,/a/show/697445023
67000000,"
                    2",Бостандыкский,2022,3,55,/a/show/697297031
37500000,"
                    2",Алмалинский,2024,5,47,/a/show/698930411
36500000,"
                    3",Наурызбайский,2012,10,107,/a/show/699210219
45000000,"
                    2",Жетысуский,2022,9,63.5,/a/show/698436152
27500000,"
                    2",Алатауский,49 м²,не,совмещенный,/a/show/698373335
47000000,"
                    2",Турксибский,2023,3,67.2,/a/show/696454661
32500000,"
                    2",Алатауский,2017,9,58.6,/a/show/691262604
60000000,"
                    2",Медеуский,2017,5,60,/a/show/699210246
27500000,"
                    2",Жетысуский,1989,4,52,/a/show/696302451
59000000,"
                    3",Ауэзовский,2000,5,104.6,/a/show/688424164
от32774400,"
                    2",Алмалинский,2024,51.21,совмещенный,/a/show/694087557
25000000,"
                    2",Бостандыкский,2016,5,32,/a/show/696448275
24500000,"
                    2",Алатауский,2024,10,48.5,/a/show/696533479
29900000,"
                    3",Жетысуский,2024,12,69,/a/show/694966055
70000000,"
                    3",Бостандыкский,2015,12,111.5,/a/show/692913945
23500000,"
                    1",Наурызбайский,2019,8,46,/a/show/681359166
от29317500,"
                    3",Турксибский,2025,65.15,совмещенный,/a/show/694706344
44900000,"
                    3",Алмалинский,2011,9,92,/a/show/698300728
40000000,"
                    2",Бостандыкский,2024,9,56,/a/show/698675040
33000000,"
                    1",Ауэзовский,2019,5,47,/a/show/687025760
от75936800,"
                    3",Алмалинский,2024,82.54,совмещенный,/a/show/690934973
16000000,"
                    1",Жетысуский,2011,2,34,/a/show/698965014
42000000,"
                    2",Алатауский,2023,5,70,/a/show/695840891
32000000,"
                    2",Алатауский,2024,5,40,/a/show/699209110
47000000,"
                    2",Алмалинский,2012,14,71,/a/show/693094334
52000000,"
                    3",Бостандыкский,1982,2,67,/a/show/699085898
27000000,"
                    1",Медеуский,2020,2,38.8,/a/show/697483965
45700000,"
                    2",Наурызбайский,2023,12,64.7,/a/show/696783468
33000000,"
                    1",Ауэзовский,2013,3,42.1,/a/show/694780175
25500000,"
                    3",Жетысуский,1981,3,60.5,/a/show/687897773
29000000,"
                    1",Бостандыкский,1987,3,35,/a/show/685649911
85000000,"
                    3",Медеуский,2017,4,100,/a/show/698286026
21500000,"
                    1",Алатауский,2023,5,40.3,/a/show/691825258
60000000,"
                    3",Турксибский,2016,9,100,/a/show/683136264
42000000,"
                    2",Бостандыкский,1977,2,62,/a/show/699109037
45900000,"
                    2",Алмалинский,2019,13,50,/a/show/698664795
18500000,"
                    1",Медеуский,2020,5,25,/a/show/694790010
39000000,"
                    3",Алатауский,2019,3,70,/a/show/691364558
54500000,"
                    3",Ауэзовский,2023,16,91,/a/show/688686212
35500000,"
                    2",Алатауский,2018,8,72,/a/show/682002251
37000000,"
                    2",Бостандыкский,2024,2,55.14,/a/show/698049323
39000000,"
                    3",Алатауский,1991,5,74.2,/a/show/696815211
55000000,"
                    2",Ауэзовский,2014,8,72,/a/show/694318126
7500000,"
                    1",Турксибский,1961,2,19,/a/show/694240006
42500000,"
                    2",Ауэзовский,2022,4,71.5,/a/show/693955261
81500000,"
                    3",Бостандыкский,2021,8,68.4,/a/show/692310878
от63949500,"
                    1",Алматы,2024,47.37,совмещенный,/a/show/688394386
17500000,"
                    1",Алатауский,2018,5,29,/a/show/696569254
39500000,"
                    3",Наурызбайский,2018,8,75,/a/show/690706854
от19894000,"
                    1",Турксибский,2025,34.3,совмещенный,/a/show/694706338
39000000,"
                    2",Алмалинский,2024,3,55.25,/a/show/695174380
20000000,"
                    1",Ауэзовский,1973,3,31,/a/show/690792164
30500000,"
                    2",Алматы,2020,6,65.57,/a/show/687299337
30000000,"
                    2",Турксибский,"56 м², Площадь кухни — 11 м²",раздельный,частично,/a/show/697737878
25500000,"
                    2",Наурызбайский,1979,2,43,/a/show/698316772
70000000,"
                    3",Ауэзовский,2018,4,100,/a/show/677346961
41500000,"
                    2",Бостандыкский,2019,7,40,/a/show/697411655
25000000,"
                    2",Жетысуский,2008,6,66,/a/show/696013004
96700000,"
                    3",Бостандыкский,2016,12,121,/a/show/693632254
56000000,"
                    3",Ауэзовский,1979,3,75,/a/show/698869459
33000000,"
                    2",Турксибский,2022,6,66.3,/a/show/697701194
69000000,"
                    4",Наурызбайский,2022,3,108.1,/a/show/697426326
27500000,"
                    2",Бостандыкский,1960,2,43.2,/a/show/699028755
20500000,"
                    2",Алатауский,2024,3,50.3,/a/show/697057604
330000000,"
                    6",Алматы,2008,20,464,/a/show/694560828
20800000,"
                    1",Алатауский,2022,6,45,/a/show/694293334
от139576800,"
                    3",Наурызбайский,2025,105.74,2,/a/show/697335399
48000000,"
                    3",Алатауский,2013,1,77,/a/show/696165377
52500000,"
                    3",Ауэзовский,2012,11,85,/a/show/695746873
26500000,"
                    1",Наурызбайский,2020,2,47,/a/show/699206236
57500000,"
                    3",Ауэзовский,2005,8,94,/a/show/695511819
21700000,"
                    1",Алатауский,2015,7,42.5,/a/show/693832406
от44187600,"
                    2",Алмалинский,2024,48.03,совмещенный,/a/show/683974490
41000000,"
                    3",Алатауский,2019,2,75,/a/show/697217106
25500000,"
                    1",Жетысуский,2024,9,37.6,/a/show/694383751
36500000,"
                    3",Алатауский,2015,4,86,/a/show/694354954
от99396960,"
                    3",Бостандыкский,2025,121.81,2,/a/show/694723358
20000000,"
                    1",Наурызбайский,2025,4,39.17,/a/show/697903246
134000000,"
                    3",Бостандыкский,2022,5,140,/a/show/696394044
67000000,"
                    3",Алматы,2024,2,102.2,/a/show/696426327
22900000,"
                    1",Наурызбайский,2022,5,42,/a/show/695373247
80000000,"
                    4",Ауэзовский,2023,2,128.8,/a/show/691693587
25000000,"
                    2",Алатауский,2022,1,44.5,/a/show/691037193
от26200000,"
                    2",Жетысуский,2024,59.53,2,/a/show/671252264
28500000,"
                    1",Медеуский,1974,2,33.3,/a/show/697915455
57900000,"
                    3",Алмалинский,1983,7,72,/a/show/691045873
42000000,"
                    2",Бостандыкский,2024,7,52.37,/a/show/689553232
37000000,"
                    2",Алатауский,2020,8,58.2,/a/show/696715598
от227217000,"
                    3",Медеуский,2026,122.82,2,/a/show/697299942
от87768000,"
                    2",Алматы,2024,72,2,/a/show/688394389
94094000,"
                    4",Медеуский,1970,3,108,/a/show/696292460
22500000,"
                    2",Алматы,2024,2,51.8,/a/show/697335605
30500000,"
                    2",Наурызбайский,2023,10,52,/a/show/689957825
133000000,"
                    6",Медеуский,1997,5,214,/a/show/699207972
29000000,"
                    1",Алмалинский,1975,1,24,/a/show/699007189
29500000,"
                    2",Алатауский,2012,3,68,/a/show/694576410
от79191000,"
                    2",Наурызбайский,2025,58.66,совмещенный,/a/show/697335394
19000000,"
                    1",Алмалинский,2024,11,29,/a/show/696619412
41000000,"
                    1",Алматы,2023,3,42,/a/show/690118805
23800000,"
                    1",Наурызбайский,2012,8,58.7,/a/show/684076773
от22304650,"
                    1",Турксибский,2025,43.31,совмещенный,/a/show/694706339
36500000,"
                    2",Ауэзовский,2006,4,56.1,/a/show/690390206
34000000,"
                    1",Ауэзовский,2021,8,38,/a/show/689683055
38500000,"
                    2",Бостандыкский,2023,7,45,/a/show/685167462
от65835000,"
                    1",Медеуский,2025,62.7,совмещенный,/a/show/689022896
43000000,"
                    4",Алмалинский,1972,5,73.2,/a/show/696031949
19000000,"
                    1",Турксибский,2024,1,43,/a/show/692894506
48000000,"
                    3",Бостандыкский,1984,1,70,/a/show/699209017
от85050000,"
                    2",Медеуский,2025,81,совмещенный,/a/show/689022901
11000000,"
                    1",Жетысуский,2015,2,30,/a/show/695986402
28000000,"
                    2",Жетысуский,2021,9,60,/a/show/696444638
23500000,"
                    2",Наурызбайский,2012,11,64,/a/show/692385037
24500000,"
                    2",Алатауский,2010,8,43,/a/show/699207189
от86310000,"
                    3",Бостандыкский,2022,137,2,/a/show/667684902
78000000,"
                    3",Бостандыкский,2007,13,120,/a/show/694313154
от103662000,"
                    4",Алмалинский,2022,132.9,2.7,/a/show/687659939
15000000,"
                    2",Турксибский,1972,1,30,/a/show/694556056
25000000,"
                    2",Турксибский,1964,1,42.2,/a/show/696893415
88500000,"
                    3",Медеуский,2004,3,114,/a/show/695901052
41000000,"
                    1",Алмалинский,2024,6,43.9,/a/show/690888289
96000000,"
                    3",Медеуский,2008,4,93,/a/show/684423672
11950000,"
                    1",Жетысуский,1960,1,27.3,/a/show/683276342
от232859500,"
                    3",Бостандыкский,44,2024,125.87,/a/show/694787130
35000000,"
                    2",Ауэзовский,2024,6,46.6,/a/show/696261957
36000000,"
                    3",Бостандыкский,1963,4,59,/a/show/698876897
29500000,"
                    2",Ауэзовский,2024,10,61.5,/a/show/696584432
38000000,"
                    2",Алатауский,2023,1,51,/a/show/695913297
46000000,"
                    3",Ауэзовский,2022,7,88,/a/show/695511561
25000000,"
                    2",Наурызбайский,2022,5,43,/a/show/694126951
51000000,"
                    3",Алмалинский,2023,1,67.5,/a/show/689293890
от153700000,"
                    3",Медеуский,2023,103.18,2,/a/show/674021807
от58995000,"
                    1",Алматы,2024,43.7,совмещенный,/a/show/688394385
от12171810,"
                    1",Алатауский,2024,31.29,совмещенный,/a/show/696192110
40500000,"
                    3",Алатауский,2010,1,85,/a/show/697763983
42000000,"
                    2",Медеуский,1984,3,56,/a/show/696002112
19500000,"
                    1",Турксибский,2022,1,24.4,/a/show/693874148
52000000,"
                    3",Жетысуский,2004,6,90.6,/a/show/687129578
18000000,"
                    1",Алатауский,2020,9,30,/a/show/698988271
72500000,"
                    3",Бостандыкский,2015,2,111.7,/a/show/696954000
20000000,"
                    1",Алатауский,2023,4,38.5,/a/show/689904559
56000000,"
                    3",Наурызбайский,2010,7,88.2,/a/show/687619747
от230000000,"
                    4",Алматы,2022,213,2,/a/show/695394990
38500000,"
                    2",Бостандыкский,2023,2,61.46,/a/show/695159751
34000000,"
                    1",Ауэзовский,2021,6,38,/a/show/693028788
39500000,"
                    3",Алатауский,2024,5,78,/a/show/698511019
60000000,"
                    3",Алмалинский,2011,19,121,/a/show/696799263
30000000,"
                    1",Наурызбайский,2020,8,38.4,/a/show/696155384
79000000,"
                    3",Ауэзовский,2012,6,137,/a/show/695031268
35000000,"
                    2",Алмалинский,"52.6 м², Площадь кухни — 9 м²",раздельный,лоджия,/a/show/684606861
23000000,"
                    1",Наурызбайский,2023,3,47,/a/show/695050974
50000000,"
                    3",Бостандыкский,1981,1,65.3,/a/show/694953837
34900000,"
                    2",Бостандыкский,1975,4,42.8,/a/show/693799443
25000000,"
                    1",Алатауский,2023,2,44.4,/a/show/685607038
45000000,"
                    3",Наурызбайский,2022,3,80,/a/show/696308773
23500000,"
                    2",Турксибский,1984,3,42.9,/a/show/687837416
30000000,"
                    1",Бостандыкский,2024,10,42,/a/show/699204383
150000000,"
                    3",Бостандыкский,2010,15,108,/a/show/698713228
22500000,"
                    1",Наурызбайский,2021,3,33.4,/a/show/693024047
29950000,"
                    1",Медеуский,2019,2,43,/a/show/696251666
46000000,"
                    3",Турксибский,1994,1,93.8,/a/show/694646323
19000000,"
                    1",Наурызбайский,2023,2,31,/a/show/691797817
30500000,"
                    2",Жетысуский,2021,2,52,/a/show/686641208
30500000,"
                    2",Алатауский,2014,2,63,/a/show/676867769
18000000,"
                    1",Турксибский,2022,1,27,/a/show/697768730
56000000,"
                    3",Ауэзовский,1990,6,70,/a/show/676886975
28000000,"
                    1",Алатауский,2012,6,51,/a/show/697710202
28000000,"
                    1",Алатауский,2012,6,51,/a/show/697710202
27500000,"
                    2",Турксибский,2021,3,49.8,/a/show/697486722
66000000,"
                    3",Алмалинский,1977,1,85,/a/show/681107916
18500000,"
                    1",Наурызбайский,2019,3,25,/a/show/678789191
от275280000,"
                    4",Алматы,2022,296,2,/a/show/695394991
от89376000,"
                    2",Бостандыкский,2017,93.1,2.8,/a/show/48889603
38500000,"
                    1",Медеуский,1968,4,30,/a/show/699206289
27500000,"
                    2",Алатауский,2023,1,47.8,/a/show/695514750
19000000,"
                    1",Турксибский,2024,6,48,/a/show/691676460
47000000,"
                    3",Бостандыкский,2024,2,67,/a/show/684623022
19500000,"
                    1",Медеуский,2020,7,25,/a/show/697733856
21500000,"
                    1",Бостандыкский,1972,2,28,/a/show/697808378
31000000,"
                    2",Бостандыкский,1961,3,39.2,/a/show/696640612
137000000,"
                    4",Алмалинский,2002,3,164,/a/show/697754869
55000000,"
                    3",Наурызбайский,2022,1,89.3,/a/show/697718350
44000000,"
                    3",Алатауский,2018,4,96,/a/show/691663228
85000000,"
                    4",Бостандыкский,2011,9,141,/a/show/682921451
64000000,"
                    3",Ауэзовский,2019,7,84,/a/show/698982040
33999999,"
                    2",Ауэзовский,1966,1,44.7,/a/show/698554698
39450000,"
                    2",Ауэзовский,2022,1,50,/a/show/698304659
30900000,"
                    1",Ауэзовский,2016,6,41,/a/show/693933179
24000000,"
                    2",Турксибский,1980,3,49,/a/show/690222465
25500000,"
                    1",Наурызбайский,2022,6,50,/a/show/698828654
149999995,"
                    4",Бостандыкский,2024,4,165.9,/a/show/697276629
49000000,"
                    2",Бостандыкский,2024,7,40,/a/show/699124839
26000000,"
                    2",Турксибский,2007,3,60,/a/show/686012721
39850000,"
                    2",Медеуский,1974,8,52.3,/a/show/685138697
64000000,"
                    2",Бостандыкский,2017,15,72.3,/a/show/684105129
60000000,"
                    3",Ауэзовский,2014,2,89,/a/show/662887788
43000000,"
                    3",Алмалинский,1991,2,72,/a/show/698365305
34500000,"
                    2",Медеуский,2021,5,53.7,/a/show/698259641
от156538800,"
                    3",Наурызбайский,2025,116.82,2,/a/show/697335400
от59241000,"
                    2",Бостандыкский,2025,84.63,совмещенный,/a/show/697710431
28000000,"
                    2",Алатауский,2019,9,54,/a/show/698556358
34000000,"
                    2",Жетысуский,2023,8,50,/a/show/698383724
41000000,"
                    2",Медеуский,1985,5,60,/a/show/697864914
74500000,"
                    3",Бостандыкский,2022,1,83,/a/show/688174247
от32704000,"
                    1",Наурызбайский,2023,58.4,совмещенный,/a/show/682828214
42990000,"
                    2",Бостандыкский,2021,1,50.2,/a/show/692755783
20700000,"
                    1",Алатауский,2022,5,36.5,/a/show/699027925
20000000,"
                    1",Алмалинский,19 м²,свежий,совмещенный,/a/show/688547615
51000000,"
                    2",Ауэзовский,2021,12,68.5,/a/show/696071852
29900000,"
                    2",Ауэзовский,1995,4,53,/a/show/693322605
62700000,"
                    2",Бостандыкский,2022,1,77,/a/show/687759885
от119207400,"
                    4",Бостандыкский,2025,147.9,2,/a/show/694723364
330000000,"
                    4",Бостандыкский,2008,13,208,/a/show/698646526
37500000,"
                    2",Алатауский,2011,5,88,/a/show/698476805
от53550000,"
                    2",Алмалинский,2024,59.5,совмещенный,/a/show/683974498
125000000,"
                    4",Медеуский,2008,8,156,/a/show/698694635
30999999,"
                    2",Наурызбайский,2021,9,57,/a/show/698528466
67000000,"
                    3",Бостандыкский,2009,12,92.2,/a/show/697068893
38700000,"
                    2",Алатауский,2010,3,66.2,/a/show/696138143
43000000,"
                    1",Ауэзовский,2013,14,54,/a/show/698788818
30000000,"
                    2",Алмалинский,1965,2,42.2,/a/show/697662614
20500000,"
                    1",Ауэзовский,2000,9,30,/a/show/699110358
53000000,"
                    2",Алмалинский,2019,4,61,/a/show/698756873
71000000,"
                    2",Бостандыкский,2024,2,93.4,/a/show/689666104
67000000,"
                    3",Медеуский,1995,4,66,/a/show/689017912
130000000,"
                    3",Медеуский,2013,9,120,/a/show/699207850
от65000000,"
                    1",Медеуский,2023,46.4,совмещенный,/a/show/51613650
43500000,"
                    2",Наурызбайский,2022,3,67,/a/show/697571657
28000000,"
                    1",Наурызбайский,2020,8,41.3,/a/show/680470588
26000000,"
                    1",Ауэзовский,2024,7,46.6,/a/show/699207739
31500000,"
                    2",Наурызбайский,2022,7,75,/a/show/695176146
48000000,"
                    2",Бостандыкский,2019,12,56,/a/show/693388996
43000000,"
                    2",Алмалинский,2016,1,83,/a/show/691051303
32000000,"
                    1",Ауэзовский,2006,4,49,/a/show/699127816
29000000,"
                    1",Ауэзовский,2024,11,44.7,/a/show/698178110
47000000,"
                    2",Наурызбайский,2024,2,68.7,/a/show/698265194
31000000,"
                    2",Бостандыкский,2013,3,43,/a/show/698164160
от71538800,"
                    2",Ауэзовский,2023,94.13,совмещенный,/a/show/677521648
27700000,"
                    1",Алатауский,2024,8,41.3,/a/show/698343679
27000000,"
                    1",Ауэзовский,1989,11,40,/a/show/689407536
36000000,"
                    3",Турксибский,1971,2,64.1,/a/show/696522499
62000000,"
                    3",Медеуский,2021,9,87,/a/show/695133101
14600000,"
                    1",Жетысуский,2011,1,30.5,/a/show/683453424
29800000,"
                    1",Алмалинский,1989,9,42,/a/show/694774068
33000000,"
                    2",Ауэзовский,2024,4,50,/a/show/698133925
35000000,"
                    3",Турксибский,1976,1,69,/a/show/695144272
48000000,"
                    3",Бостандыкский,1984,1,68,/a/show/698880399
от130088000,"
                    3",Медеуский,2025,128.8,2,/a/show/689022905
34000000,"
                    1",Бостандыкский,2015,12,47,/a/show/695644296
85000000,"
                    3",Медеуский,1990,5,90,/a/show/699184639
17200000,"
                    1",Алатауский,2023,1,25.5,/a/show/698555268
34900000,"
                    3",Алатауский,2024,4,79.7,/a/show/697491311
160000000,"
                    4",Наурызбайский,2012,3,220,/a/show/694800370
35000000,"
                    2",Турксибский,2016,9,63.4,/a/show/684956941
24550000,"
                    2",Ауэзовский,1969,2,45,/a/show/699207353
44500000,"
                    3",Медеуский,2013,2,65.8,/a/show/691782562
56000000,"
                    3",Медеуский,1994,11,68,/a/show/699178793
54500000,"
                    3",Ауэзовский,2008,7,103,/a/show/696144913
39000000,"
                    2",Алмалинский,2016,12,64,/a/show/695786974
23500000,"
                    2",Турксибский,1958,2,42.7,/a/show/677328286
от76813200,"
                    3",Ауэзовский,2024,101.07,совмещенный,/a/show/677332434
119000000,"
                    3",Бостандыкский,2020,5,100.6,/a/show/697943165
30500000,"
                    2",Бостандыкский,1988,4,40.2,/a/show/699206645
25000000,"
                    2",Наурызбайский,2022,9,50,/a/show/695797493
23000000,"
                    2",Алатауский,1987,1,50,/a/show/691633210
140000000,"
                    4",Бостандыкский,2022,6,120,/a/show/690394537
66000000,"
                    3",Ауэзовский,2022,10,83,/a/show/699080363
34500000,"
                    1",Ауэзовский,2023,2,49,/a/show/697614934
69800000,"
                    3",Медеуский,2019,3,97.6,/a/show/669530149
27000000,"
                    1",Ауэзовский,2010,2,40,/a/show/698459468
165000000,"
                    4",Бостандыкский,2012,3,160,/a/show/698453031
445000000,"
                    9",Медеуский,2018,1,620,/a/show/691648999
71700000,"
                    3",Бостандыкский,2024,7,74,/a/show/698653051
44000000,"
                    2",Бостандыкский,2023,12,43,/a/show/699088460
69000000,"
                    3",Ауэзовский,2009,10,123,/a/show/690852462
29500000,"
                    2",Бостандыкский,1976,2,44,/a/show/698875792
150000000,"
                    4",Бостандыкский,2021,10,175,/a/show/699170105
26300000,"
                    2",Алматы,2024,2,61.45,/a/show/695573217
75000000,"
                    3",Бостандыкский,2022,1,91,/a/show/695197242
26000000,"
                    3",Жетысуский,2008,6,108,/a/show/696799157
26000000,"
                    1",Ауэзовский,2024,5,46.22,/a/show/694124765
от39383500,"
                    1",Бостандыкский,2025,47.45,совмещенный,/a/show/698973067
23000000,"
                    2",Жетысуский,2024,3,73.3,/a/show/697732922
70000000,"
                    2",Бостандыкский,2024,15,63,/a/show/697873419
36000000,"
                    2",Жетысуский,2018,7,63.4,/a/show/694965378
39500000,"
                    1",Алмалинский,2021,9,45,/a/show/694170706
33900000,"
                    2",Медеуский,2020,6,54,/a/show/693838642
75000000,"
                    3",Алмалинский,2008,15,130,/a/show/699038883
21000000,"
                    2",Турксибский,1966,1,41.5,/a/show/689576844
39500000,"
                    2",Ауэзовский,2012,4,56,/a/show/698921459
45000000,"
                    2",Наурызбайский,2024,2,66.8,/a/show/698228577
35000000,"
                    2",Жетысуский,1960,2,55,/a/show/697402764
34500000,"
                    2",Бостандыкский,2023,1,55,/a/show/696660806
140000000,"
                    5",Бостандыкский,2008,10,217,/a/show/699039821
24900000,"
                    3",Жетысуский,2024,9,73.4,/a/show/698320868
78000000,"
                    2",Алмалинский,2024,3,72,/a/show/697541689
12000000,"
                    1",Турксибский,1972,2,30.7,/a/show/695221392
24999990,"
                    1",Наурызбайский,2020,5,45.8,/a/show/692635647
от59000000,"
                    3",Алмалинский,2025,94.4,2,/a/show/689365697
от55200000,"
                    1",Бостандыкский,2024,55.2,совмещенный,/a/show/687751126
44000000,"
                    2",Медеуский,2024,5,67,/a/show/696138922
63900000,"
                    4",Алмалинский,1983,5,85.7,/a/show/687548008
21500000,"
                    1",Жетысуский,1976,1,43.4,/a/show/698925057
29500000,"
                    1",Наурызбайский,2020,9,38.1,/a/show/690829354
40500000,"
                    4",Ауэзовский,1972,1,73.9,/a/show/694032817
68999000,"
                    3",Ауэзовский,2014,5,115.5,/a/show/694384436
от55120000,"
                    2",Алмалинский,2025,84.8,2,/a/show/689365693
23000000,"
                    1",Алмалинский,1978,4,32,/a/show/696617925
150000000,"
                    4",Бостандыкский,2019,6,155,/a/show/698835414
33500000,"
                    2",Турксибский,1994,5,49.8,/a/show/696425330
58000000,"
                    2",Медеуский,2021,2,75,/a/show/683299713
от56066500,"
                    2",Бостандыкский,2024,57.5,2,/a/show/671256623
41000000,"
                    2",Медеуский,2019,2,62.3,/a/show/684548690
69000000,"
                    3",Ауэзовский,"95 м², Площадь кухни — 16 м²",раздельный,балкон,/a/show/692119574
82000000,"
                    4",Медеуский,1970,6,104,/a/show/699141904
28000000,"
                    1",Бостандыкский,1973,2,32,/a/show/696838446
59900000,"
                    3",Алмалинский,2024,3,74,/a/show/699205769
от188402500,"
                    3",Бостандыкский,44,2024,121.55,/a/show/694787129
25800000,"
                    1",Ауэзовский,2023,9,33.5,/a/show/699113229
80000000,"
                    2",Медеуский,2014,10,77,/a/show/699067780
36000000,"
                    1",Бостандыкский,2023,12,33.2,/a/show/698663219
117000000,"
                    4",Алмалинский,2024,9,133,/a/show/699049885
57000000,"
                    3",Турксибский,2021,1,88,/a/show/693043120
65000000,"
                    2",Алматы,2020,8,60,/a/show/699206455
32000000,"
                    2",Алатауский,2018,12,55,/a/show/699136896
41000000,"
                    3",Ауэзовский,2021,10,58,/a/show/687996234
68000000,"
                    3",Наурызбайский,2024,3,108,/a/show/699206148
77000000,"
                    2",Бостандыкский,2023,3,65,/a/show/682892234
от38734500,"
                    1",Алмалинский,2024,41.65,совмещенный,/a/show/683974486
20400000,"
                    1",Турксибский,1988,9,35,/a/show/684892530
39990000,"
                    3",Медеуский,2020,9,83.4,/a/show/695924078
29000000,"
                    1",Ауэзовский,2023,8,43.2,/a/show/682295325
32500000,"
                    3",Алатауский,2013,7,76,/a/show/676447837
от72150000,"
                    2",Бостандыкский,2022,111,2,/a/show/667684879
35000000,"
                    2",Наурызбайский,2021,4,65,/a/show/698493401
35000000,"
                    3",Алмалинский,1973,5,59,/a/show/697207501
24000000,"
                    1",Алатауский,2019,7,37.2,/a/show/697399149
от27695000,"
                    2",Алатауский,2025,55.39,совмещенный,/a/show/693826793
280000000,"
                    4",Бостандыкский,2015,16,171,/a/show/699064937
31000000,"
                    2",Наурызбайский,2022,1,58,/a/show/697405450
140000000,"
                    3",Бостандыкский,2020,15,113,/a/show/699202349
75000000,"
                    4",Бостандыкский,2010,2,87,/a/show/697699068
от108503360,"
                    3",Бостандыкский,2025,131.36,2,/a/show/694723360
36000000,"
                    2",Бостандыкский,2023,12,55.5,/a/show/698688356
от41327500,"
                    3",Алатауский,2025,67.75,2,/a/show/695180125
37500000,"
                    2",Бостандыкский,1964,2,43.7,/a/show/699065548
27000000,"
                    2",Алатауский,2023,8,42,/a/show/698377551
40000000,"
                    2",Наурызбайский,2021,1,54,/a/show/693376751
51000000,"
                    3",Ауэзовский,1989,1,74,/a/show/689319363
от77398320,"
                    2",Алматы,2024,63.86,2,/a/show/688394388
45000000,"
                    3",Алатауский,2020,2,76,/a/show/696088260
от64425200,"
                    2",Ауэзовский,2024,84.77,2,/a/show/677332431
от83385000,"
                    3",Бостандыкский,2024,98.1,2,/a/show/670678500
13950000,"
                    1",Жетысуский,2010,2,31.1,/a/show/699007990
85000000,"
                    2",Медеуский,2023,8,56,/a/show/698911681
73000000,"
                    3",Медеуский,2019,3,73,/a/show/696970989
49000000,"
                    4",Турксибский,1990,5,95,/a/show/696134705
32000000,"
                    2",Наурызбайский,2023,5,61,/a/show/695932726
49000000,"
                    3",Наурызбайский,2020,5,99.2,/a/show/695280407
38000000,"
                    3",Наурызбайский,2019,5,76,/a/show/694034489
36500000,"
                    3",Жетысуский,1985,5,70,/a/show/691603738
100000000,"
                    2",Бостандыкский,2012,1,88.3,/a/show/697800021
34500000,"
                    1",Алмалинский,2022,17,49,/a/show/693110192
от99275000,"
                    3",Бостандыкский,2024,104.5,2,/a/show/667443970
21500000,"
                    1",Турксибский,2021,4,33,/a/show/696242462
14200000,"
                    1",Ауэзовский,1973,1,24,/a/show/699055106
25000000,"
                    2",Алмалинский,2019,1,36.2,/a/show/689739504
12000000,"
                    1",Ауэзовский,1968,3,14,/a/show/695607607
10950000,"
                    1",Ауэзовский,1968,2,13.5,/a/show/697866741
12000000,"
                    1",Ауэзовский,1979,1,18,/a/show/699018209
76700000,"
                    3",Медеуский,1987,2,81,/a/show/698847821
32500000,"
                    3",Наурызбайский,2021,4,71,/a/show/692110323
45000000,"
                    2",Бостандыкский,2022,1,55,/a/show/696495159
36500000,"
                    2",Алатауский,2019,4,58,/a/show/698820195
75000000,"
                    3",Бостандыкский,2015,7,80,/a/show/696101729
44000000,"
                    2",Алмалинский,2024,5,51,/a/show/697149921
50000000,"
                    2",Алмалинский,1962,3,55,/a/show/686984262
40000000,"
                    1",Алмалинский,1974,7,43,/a/show/699049006
55000000,"
                    3",Наурызбайский,2013,10,85.2,/a/show/697032923
12500000,"
                    1",Алмалинский,1980,3,14,/a/show/693727037
78000000,"
                    4",Медеуский,2010,5,140,/a/show/692967366
34000000,"
                    3",Ауэзовский,1962,3,58.1,/a/show/699204844
75000000,"
                    4",Бостандыкский,2024,2,108,/a/show/694539809
59999990,"
                    2",Ауэзовский,2021,2,75,/a/show/685340842
19999000,"
                    1",Алатауский,2016,7,34,/a/show/696943870
23500000,"
                    1",Ауэзовский,2024,3,40.1,/a/show/695306077
от29159200,"
                    2",Алатауский,2024,52.07,совмещенный,/a/show/690747842
56000000,"
                    2",Медеуский,2020,5,60.8,/a/show/696121725
39950000,"
                    3",Турксибский,2021,2,70,/a/show/689794975
46000000,"
                    3",Бостандыкский,1977,3,67,/a/show/698970440
40000000,"
                    2",Бостандыкский,2025,5,60,/a/show/691345488
17500000,"
                    1",Ауэзовский,1975,2,32,/a/show/699122398
23500000,"
                    1",Алмалинский,1989,1,39.2,/a/show/699205065
38500000,"
                    2",Алмалинский,1978,2,44,/a/show/698829879
38000000,"
                    3",Алмалинский,1978,2,56.7,/a/show/698404737
46000000,"
                    3",Турксибский,2021,4,68,/a/show/697267606
28000000,"
                    2",Жетысуский,1985,5,42.5,/a/show/696317220
23000000,"
                    1",Ауэзовский,2022,11,29,/a/show/699023860
26000000,"
                    1",Алмалинский,1955,1,37,/a/show/691726635
14200000,"
                    1",Алатауский,2024,2,27.4,/a/show/698161504
61500000,"
                    1",Бостандыкский,2022,9,51.3,/a/show/697419692
26000000,"
                    1",Бостандыкский,1987,5,32,/a/show/698528175
88000000,"
                    4",Бостандыкский,2019,11,95.5,/a/show/698819317
60000000,"
                    2",Бостандыкский,2023,14,52,/a/show/695952930
